,Date,Open,High,Low,Close,Adj Close,Volume,SMA,STD_DEV,UB,LB,state
47,2019-01-18,1148.800049,1189.900024,1135.25,1184.349976,1177.827393,25684142,1223.9999999000001,14.792189434136489,1253.5843787682732,1194.4156210317271,C
46,2019-01-17,1144.449951,1147.900024,1130.0,1134.449951,1128.202148,7487963,1214.7299926,16.60957092714972,1247.9491344542994,1181.5108507457007,C
45,2019-01-16,1135.0,1145.0,1130.349976,1135.900024,1129.6442869999998,6382777,1208.7499999000001,18.004878031838217,1244.7597559636765,1172.7402438363238,C
44,2019-01-15,1105.0,1132.0,1105.0,1129.650024,1123.428711,10062875,1200.6499999000002,19.582290263944866,1239.81458042789,1161.4854193721105,C
43,2019-01-14,1095.0,1100.5,1086.400024,1096.800049,1090.759644,4111782,1187.3749999000001,21.793726418883374,1230.9624527377669,1143.7875470622334,C
42,2019-01-11,1107.599976,1113.800049,1088.599976,1098.050049,1092.002808,6463903,1172.5800048,24.638810002415674,1221.8576248048314,1123.3023847951688,C
41,2019-01-10,1107.75,1111.0,1103.0,1107.5,1101.400635,4080283,1158.5850097,27.65791248769248,1213.9008346753849,1103.2691847246151,B
40,2019-01-09,1112.0,1117.0,1098.699951,1110.75,1104.6328130000002,5766805,1147.0300048000001,30.703008403135378,1208.436021606271,1085.6239879937293,B
39,2019-01-08,1105.099976,1109.949951,1096.0,1104.650024,1098.5664060000001,5625153,1133.9800048000002,33.51986149793449,1201.0197277958691,1066.9402818041312,B
38,2019-01-07,1107.0,1118.449951,1101.0,1104.75,1098.6657710000002,5513559,1120.6850097000001,35.87982656211526,1192.4446628242306,1048.9253565757697,B
37,2019-01-04,1097.400024,1104.449951,1081.099976,1098.650024,1092.599487,8465141,1112.1150145000001,36.96681415008596,1186.048642800172,1038.1813861998282,B
36,2019-01-03,1107.5,1114.599976,1090.099976,1092.75,1086.731934,7446457,1107.9450194,36.635134813397386,1181.2152890267948,1034.6747497732053,B
35,2019-01-02,1114.5,1127.0,1101.0,1106.400024,1100.306763,7144970,1104.9950194,34.33138549113768,1173.6577903822754,1036.3322484177247,B
34,2019-01-01,1125.25,1127.300049,1110.099976,1121.0,1114.826294,4455850,1104.130017,30.13164823961171,1164.3933134792235,1043.8667205207764,B
33,2018-12-31,1130.949951,1133.849976,1116.199951,1121.25,1115.074951,7222817,1106.5750121,24.886074715074674,1156.3471615301494,1056.8028626698508,B
32,2018-12-28,1125.5,1135.25,1121.199951,1125.550049,1119.351318,7666016,1109.3250121,19.41117225302332,1148.1473566060467,1070.5026675939534,B
31,2018-12-27,1107.199951,1127.0,1104.0,1120.199951,1114.03064,12478000,1110.5950072,14.189134396073479,1138.973275992147,1082.2167384078532,B
30,2018-12-26,1085.800049,1100.0,1065.650024,1098.349976,1092.301025,7210059,1109.3550048000002,9.01578585804792,1127.386576516096,1091.3234330839043,B
29,2018-12-24,1100.900024,1103.199951,1086.550049,1089.150024,1083.151733,4144535,1107.8050048,4.666118972606217,1117.1372427452125,1098.4727668547876,C
28,2018-12-21,1125.0,1131.25,1096.0,1100.199951,1094.1408689999998,8281941,1107.3499999,2.443956287552365,1112.2379124751048,1102.4620873248953,C
27,2018-12-20,1121.0,1132.5,1116.150024,1128.449951,1122.235229,5764731,1110.3299926000002,2.1602742216052095,1114.6505410432105,1106.0094441567899,A
26,2018-12-19,1141.5,1147.300049,1133.199951,1136.800049,1130.539307,7368799,1114.7349975000002,3.0716215832547307,1120.8782406665096,1108.5917543334908,A
25,2018-12-18,1123.300049,1139.0,1120.5,1136.400024,1130.141479,5870928,1117.7349975000002,3.9607278665445236,1125.6564532330892,1109.8135417669112,A
24,2018-12-17,1115.949951,1133.0,1111.5,1129.900024,1123.677368,5064357,1118.6249999000001,4.295941923054292,1127.2168837461088,1110.0331160538915,A
23,2018-12-14,1103.099976,1114.900024,1091.800049,1112.199951,1106.074707,7221324,1117.7199950000002,4.394899550920344,1126.509794101841,1108.9301958981594,B
22,2018-12-13,1128.0,1128.0,1095.050049,1107.050049,1100.9532470000001,9297518,1115.8699950000002,4.380439119511127,1124.6308732390225,1107.109116760978,C
21,2018-12-12,1099.0,1113.5,1087.75,1110.5,1104.384155,12605431,1114.8999999000002,4.327735103362899,1123.555470106726,1106.2445296932744,B
20,2018-12-11,1066.0,1102.099976,1055.0,1097.550049,1091.505493,13494665,1114.8200072000002,4.092906036262127,1123.0058192725244,1106.634195127476,C
19,2018-12-10,1110.0,1114.300049,1083.099976,1090.25,1084.2457279999999,9381544,1114.9300048,3.4694550411415412,1121.868914882283,1107.991094717717,C
18,2018-12-07,1129.449951,1136.949951,1108.349976,1133.800049,1127.555908,7214078,1118.2900146,2.4765248749141326,1123.2430643498283,1113.3369648501716,A
17,2018-12-06,1149.0,1149.0,1118.25,1123.650024,1117.461792,5866108,1117.8100219,1.625833688153499,1121.061689276307,1114.558354523693,A
16,2018-12-05,1143.75,1158.800049,1139.300049,1155.150024,1148.78833,5819618,1119.6450194000001,1.7552427411512732,1123.1555048823027,1116.1345339176976,A
15,2018-12-04,1158.0,1158.0,1142.199951,1152.300049,1145.953979,5192825,1121.2350219,2.2024361634792826,1125.6398942269586,1116.8301495730414,A
14,2018-12-03,1174.900024,1174.900024,1148.5,1156.449951,1150.081055,5569578,1123.8900146,3.012331763832658,1129.9146781276654,1117.8653510723348,A
13,2018-11-30,1172.300049,1186.0,1162.300049,1167.550049,1161.119995,10717448,1129.4250244,4.7199642982401055,1138.8649529964803,1119.9850958035197,A
12,2018-11-29,1161.0,1179.900024,1160.0,1168.5,1162.064697,12636169,1135.5700195,6.8576842043399395,1149.28538790868,1121.85465109132,A
11,2018-11-28,1132.449951,1157.75,1126.300049,1152.650024,1146.302002,8003964,1139.7850219,8.65657883108684,1157.0981795621735,1122.4718642378264,B
10,2018-11-27,1107.900024,1130.0,1105.449951,1128.199951,1121.986572,6810228,1142.8500121000002,9.95934198400148,1162.7686960680032,1122.9313281319971,B
9,2018-11-26,1109.0,1117.5,1097.400024,1109.75,1103.638306,6386556,1144.8000121,10.613819562538064,1166.0276512250762,1123.5723729749238,C
8,2018-11-22,1114.5,1125.349976,1100.099976,1102.849976,1096.776245,5792568,1141.7050048,10.489735335806065,1162.6844754716121,1120.725534128388,C
7,2018-11-21,1137.5,1145.5,1107.050049,1112.900024,1106.7709960000002,7507812,1140.6300048,9.582096790778678,1159.7941983815574,1121.4658112184427,C
6,2018-11-20,1145.0,1155.900024,1130.0,1137.400024,1131.135986,5719901,1138.8550048000002,8.224208108161104,1155.3034210163223,1122.406588583678,B
5,2018-11-19,1132.900024,1151.699951,1131.0,1150.0,1143.666626,7308981,1138.6249999000001,6.426919930892398,1151.478839761785,1125.7711600382154,B
4,2018-11-16,1097.949951,1129.949951,1097.099976,1127.400024,1121.1911619999998,11031889,1135.7200072,4.384363729762198,1144.4887346595244,1126.9512797404757,B
3,2018-11-15,1096.949951,1103.0,1086.5,1096.849976,1090.809326,6831740,1128.6499999000002,4.571295320646453,1137.792590541293,1119.5074092587074,C
2,2018-11-14,1105.050049,1112.650024,1085.5,1097.949951,1091.903198,7787530,1121.5949950000002,7.0856368757557995,1135.7662687515117,1107.4237212484886,C
1,2018-11-13,1074.0,1103.0,1070.050049,1099.449951,1093.39502,6811598,1116.2749877,9.623299920995564,1135.5215875419913,1097.028387858009,B
0,2018-11-12,1097.699951,1098.800049,1074.550049,1080.0,1074.052124,5801720,1111.4549926000002,11.67047053429045,1134.795933668581,1088.1140515314194,C
